9476	0	4000	2	id=up
9476	4001	8000	6	id=dn
5105	0	3500	2	id=up
5105	3501	7000	5	id=dn
218	0	3000	5	id=up
218	3001	6000	1	id=dn
57604	0	3000	1	id=up
57604	3001	6000	5	id=dn
761	0	3000	1	id=up
761	3001	6000	5	id=dn
1728	0	3000	4	id=up
1728	3001	6000	2	id=dn
7051	0	3000	2	id=up
7051	3001	6000	4	id=dn
251	0	2500	3	id=up
251	2501	5000	2	id=dn
360	0	2500	2	id=up
360	2501	5000	3	id=dn
9024	0	2500	4	id=up
9024	2501	5000	1	id=dn
1577	0	2500	1	id=up
1577	2501	5000	4	id=dn
2139	0	2500	1	id=up
2139	2501	5000	4	id=dn
2877	0	2500	4	id=up
2877	2501	5000	1	id=dn
3081	0	2500	4	id=up
3081	2501	5000	1	id=dn
10637	0	2500	3	id=up
10637	2501	5000	2	id=dn
53904	0	2500	2	id=up
53904	2501	5000	3	id=dn
55244	0	2500	2	id=up
55244	2501	5000	3	id=dn
146802	0	2500	2	id=up
146802	2501	5000	3	id=dn
55808	0	2500	3	id=up
55808	2501	5000	2	id=dn
1244	0	2000	4	id=up
1244	2001	4000	0	id=dn
131	0	2000	2	id=up
131	2001	4000	2	id=dn
1645	0	2000	3	id=up
1645	2001	4000	1	id=dn
1646	0	2000	3	id=up
1646	2001	4000	1	id=dn
8644	0	2000	3	id=up
8644	2001	4000	1	id=dn
1109	0	2000	3	id=up
1109	2001	4000	1	id=dn
362	0	2000	2	id=up
362	2001	4000	2	id=dn
23743	0	2000	2	id=up
23743	2001	4000	2	id=dn
767	0	2000	2	id=up
767	2001	4000	2	id=dn
1036	0	2000	1	id=up
1036	2001	4000	3	id=dn
1056	0	2000	2	id=up
1056	2001	4000	2	id=dn
1066	0	2000	2	id=up
1066	2001	4000	2	id=dn
4166	0	2000	2	id=up
4166	2001	4000	2	id=dn
1356	0	2000	2	id=up
1356	2001	4000	2	id=dn
1510	0	2000	2	id=up
1510	2001	4000	2	id=dn
1591	0	2000	3	id=up
1591	2001	4000	1	id=dn
1555	0	2000	2	id=up
1555	2001	4000	2	id=dn
1551	0	2000	1	id=up
1551	2001	4000	3	id=dn
1644	0	2000	2	id=up
1644	2001	4000	2	id=dn
1800	0	2000	2	id=up
1800	2001	4000	2	id=dn
2348	0	2000	2	id=up
2348	2001	4000	2	id=dn
2731	0	2000	3	id=up
2731	2001	4000	1	id=dn
219970	0	2000	2	id=up
219970	2001	4000	2	id=dn
2947	0	2000	2	id=up
2947	2001	4000	2	id=dn
3034	0	2000	3	id=up
3034	2001	4000	1	id=dn
9856	0	2000	2	id=up
9856	2001	4000	2	id=dn
3897	0	2000	2	id=up
3897	2001	4000	2	id=dn
389840	0	2000	3	id=up
389840	2001	4000	1	id=dn
22983	0	2000	3	id=up
22983	2001	4000	1	id=dn
26002	0	2000	2	id=up
26002	2001	4000	2	id=dn
129807	0	2000	2	id=up
