	NRxnMetInHMR2	NRxnMetInList	
glyoxalate[m]	4.0000	0.0000	
glyoxalate[p]	5.0000	0.0000	
GM1[c]	7.0000	2.0000	
GM1[g]	2.0000	0.0000	
GM1[l]	2.0000	0.0000	
GM1alpha[g]	2.0000	0.0000	
GM1b[c]	3.0000	0.0000	
GM1b[g]	3.0000	0.0000	
GM2[c]	7.0000	1.0000	
GM2[g]	2.0000	0.0000	
GM2[l]	2.0000	0.0000	
GM2A[c]	2.0000	0.0000	
GM2A[l]	4.0000	0.0000	
GM2A-GM2[l]	2.0000	0.0000	
GM2alpha[g]	2.0000	0.0000	
GM3[c]	5.0000	0.0000	
GM3[g]	3.0000	0.0000	
GM3[l]	2.0000	0.0000	
GMP[c]	15.0000	10.0000	
GMP[g]	3.0000	1.0000	
GMP[l]	2.0000	0.0000	
GMP[m]	2.0000	0.0000	
GMP[n]	2.0000	0.0000	
GMP[s]	3.0000	2.0000	
GO3P[c]	2.0000	0.0000	
GO3P[p]	2.0000	0.0000	
GP1c[c]	2.0000	0.0000	
GP1c[g]	2.0000	0.0000	
GP1c[s]	2.0000	0.0000	
GP1calpha[c]	2.0000	0.0000	
GP1calpha[g]	2.0000	0.0000	
GP1calpha[s]	2.0000	0.0000	
gpi heparan sulfate[r]	3.0000	0.0000	
gpi_prot heparan sulfate[r]	2.0000	0.0000	
gpi_sig[r]	5.0000	0.0000	
gpi_sig[c]	2.0000	0.0000	
gpi_sig[s]	2.0000	0.0000	
GQ1b[c]	5.0000	0.0000	
GQ1b[g]	2.0000	0.0000	
GQ1b[s]	2.0000	0.0000	
GQ1balpha[c]	3.0000	0.0000	
GQ1balpha[g]	3.0000	0.0000	
GQ1balpha[s]	2.0000	0.0000	
GQ1c[c]	2.0000	0.0000	
GQ1c[g]	3.0000	0.0000	
GSH[c]	119.0000	28.0000	
GSH[m]	15.0000	11.0000	
GSH[p]	9.0000	8.0000	
GSH[r]	11.0000	7.0000	
GSH[s]	54.0000	2.0000	
GSSG[c]	11.0000	3.0000	
GSSG[m]	4.0000	3.0000	
GSSG[r]	2.0000	0.0000	
GSSG[s]	2.0000	1.0000	
GT1a[c]	4.0000	0.0000	
GT1a[g]	2.0000	0.0000	
GT1a[s]	2.0000	0.0000	
GT1aalpha[c]	1.0000	0.0000	
GT1aalpha[g]	3.0000	0.0000	
GT1b[c]	6.0000	2.0000	
GT1b[g]	3.0000	0.0000	
GT1c[c]	2.0000	0.0000	
GT1c[g]	2.0000	0.0000	
GT2[c]	2.0000	0.0000	
GT2[g]	2.0000	0.0000	
GT3[c]	3.0000	0.0000	
GT3[g]	3.0000	0.0000	
GTP[c]	25.0000	13.0000	
GTP[m]	7.0000	6.0000	
GTP[n]	7.0000	4.0000	
GTP[s]	2.0000	1.0000	
guanidine[c]	2.0000	0.0000	
guanidine[s]	2.0000	0.0000	
guanidinoacetate[c]	2.0000	0.0000	
guanine[c]	6.0000	3.0000	
guanine[s]	2.0000	0.0000	
guanosine[c]	8.0000	4.0000	
guanosine[l]	2.0000	1.0000	
guanosine[m]	2.0000	0.0000	
guanosine[s]	5.0000	2.0000	
H+[c]	885.0000	317.0000	
H+[g]	6.0000	1.0000	
H+[l]	12.0000	5.0000	
H+[m]	342.0000	136.0000	
H+[n]	10.0000	0.0000	
H+[p]	87.0000	21.0000	
H+[r]	122.0000	8.0000	
H+[s]	54.0000	28.0000	
H2O[c]	1185.0000	407.0000	
H2O[g]	31.0000	0.0000	
H2O[l]	277.0000	2.0000	
H2O[m]	237.0000	85.0000	
H2O[n]	33.0000	4.0000	
H2O[p]	105.0000	18.0000	
H2O[r]	211.0000	10.0000	
H2O[s]	81.0000	33.0000	
H2O2[c]	88.0000	18.0000	
H2O2[l]	6.0000	2.0000	
H2O2[m]	36.0000	3.0000	
H2O2[n]	3.0000	0.0000	
H2O2[p]	73.0000	16.0000	
H2O2[r]	3.0000	2.0000	
H2O2[s]	12.0000	2.0000	
H2S[c]	4.0000	0.0000	
H2S[s]	2.0000	0.0000	
H2S2O3[c]	2.0000	0.0000	
haptoglobin[c]	3.0000	0.0000	
haptoglobin[l]	2.0000	0.0000	
haptoglobin[s]	2.0000	0.0000	
harman[c]	1.0000	0.0000	
HCO3-[c]	244.0000	12.0000	
HCO3-[m]	8.0000	2.0000	
HCO3-[s]	241.0000	8.0000	
HDL remnant[l]	2.0000	0.0000	
HDL remnant[s]	4.0000	0.0000	
HDL[r]	2.0000	0.0000	
HDL[s]	4.0000	0.0000	
heme[c]	3.0000	2.0000	
heme[m]	3.0000	2.0000	
heme[s]	2.0000	1.0000	
hemoglobin[c]	3.0000	0.0000	
hemoglobin[s]	2.0000	0.0000	
heneicosanoylcarnitine[c]	3.0000	3.0000	
heneicosanoylcarnitine[m]	2.0000	2.0000	
heneicosanoylcarnitine[r]	2.0000	1.0000	
heneicosanoyl-CoA[c]	15.0000	6.0000	
heneicosanoyl-CoA[m]	2.0000	2.0000	
heneicosanoyl-CoA[r]	3.0000	1.0000	
henicosanoic acid[c]	13.0000	4.0000	
henicosanoic acid[l]	2.0000	0.0000	
henicosanoic acid[r]	3.0000	1.0000	
henicosanoic acid[s]	5.0000	2.0000	
heparan sulfate proteoglycan[g]	2.0000	0.0000	
heparan sulfate proteoglycan[l]	2.0000	0.0000	
heparan sulfate proteoglycan[s]	3.0000	0.0000	
heparan sulfate, degradation product 1[l]	2.0000	0.0000	
heparan sulfate, degradation product 10[l]	2.0000	0.0000	
heparan sulfate, degradation product 11[l]	2.0000	0.0000	
heparan sulfate, degradation product 12[l]	2.0000	0.0000	
heparan sulfate, degradation product 13[l]	2.0000	0.0000	
heparan sulfate, degradation product 14[l]	2.0000	0.0000	
heparan sulfate, degradation product 15[l]	2.0000	0.0000	
heparan sulfate, degradation product 16[l]	2.0000	0.0000	
heparan sulfate, degradation product 17[l]	2.0000	0.0000	
heparan sulfate, degradation product 18[l]	2.0000	0.0000	
heparan sulfate, degradation product 19[l]	2.0000	0.0000	
heparan sulfate, degradation product 2[l]	2.0000	0.0000	
heparan sulfate, degradation product 20[l]	2.0000	0.0000	
heparan sulfate, degradation product 21[l]	2.0000	0.0000	
heparan sulfate, degradation product 22[l]	2.0000	0.0000	
heparan sulfate, degradation product 23[l]	2.0000	0.0000	
heparan sulfate, degradation product 24[l]	2.0000	0.0000	
heparan sulfate, degradation product 25[l]	2.0000	0.0000	
heparan sulfate, degradation product 3[l]	2.0000	0.0000	
heparan sulfate, degradation product 4[l]	2.0000	0.0000	
heparan sulfate, degradation product 5[l]	2.0000	0.0000	
heparan sulfate, degradation product 6[l]	2.0000	0.0000	
heparan sulfate, degradation product 7[l]	2.0000	0.0000	
heparan sulfate, degradation product 8[l]	2.0000	0.0000	
heparan sulfate, degradation product 9[l]	2.0000	0.0000	
heparan sulfate, free chain[l]	2.0000	0.0000	
heparan sulfate, precursor 1[g]	2.0000	0.0000	
heparan sulfate, precursor 10[g]	2.0000	0.0000	
heparan sulfate, precursor 11[g]	2.0000	0.0000	
heparan sulfate, precursor 12[g]	2.0000	0.0000	
heparan sulfate, precursor 13[g]	2.0000	0.0000	
heparan sulfate, precursor 14[g]	2.0000	0.0000	
heparan sulfate, precursor 15[g]	2.0000	0.0000	
heparan sulfate, precursor 2[g]	2.0000	0.0000	
heparan sulfate, precursor 3[g]	2.0000	0.0000	
heparan sulfate, precursor 4[g]	2.0000	0.0000	
heparan sulfate, precursor 5[g]	2.0000	0.0000	
heparan sulfate, precursor 6[g]	2.0000	0.0000	
heparan sulfate, precursor 7[g]	2.0000	0.0000	
heparan sulfate, precursor 8[g]	2.0000	0.0000	
heparan sulfate, precursor 9[g]	2.0000	0.0000	
hepoxilin A3[c]	4.0000	3.0000	
hepoxilin A3[p]	3.0000	3.0000	
hepoxilin A3[r]	4.0000	2.0000	
hepoxilin A3[s]	1.0000	0.0000	
hepoxilin A3-c[c]	2.0000	1.0000	
hepoxilin A3-c[p]	2.0000	1.0000	
hepoxilin A3-c[r]	1.0000	0.0000	
hepoxilin B3[c]	2.0000	0.0000	
heptadecanoyl-[ACP][c]	2.0000	2.0000	
heptadecanoylcarnitine[c]	3.0000	3.0000	
heptadecanoylcarnitine[m]	2.0000	2.0000	
heptadecanoylcarnitine[r]	2.0000	1.0000	
heptadecanoyl-CoA[c]	16.0000	7.0000	
heptadecanoyl-CoA[m]	3.0000	3.0000	
heptadecanoyl-CoA[r]	3.0000	1.0000	
heptadecenoylcarnitine(7)[c]	3.0000	3.0000	
heptadecenoylcarnitine(7)[m]	2.0000	2.0000	
heptadecenoylcarnitine(7)[r]	2.0000	1.0000	
heptadecenoylcarnitine(8)[c]	3.0000	3.0000	
heptadecenoylcarnitine(8)[m]	2.0000	2.0000	
heptadecenoylcarnitine(8)[r]	2.0000	1.0000	
heptaglutamyl-folate(DHF)[c]	3.0000	1.0000	
heptaglutamyl-folate(DHF)[l]	2.0000	0.0000	
heptaglutamyl-folate(DHF)[m]	2.0000	0.0000	
heptaglutamyl-folate(DHF)[s]	2.0000	1.0000	
heptaglutamyl-folate(THF)[c]	3.0000	1.0000	
heptaglutamyl-folate(THF)[l]	2.0000	0.0000	
heptaglutamyl-folate(THF)[m]	2.0000	0.0000	
heptaglutamyl-folate(THF)[s]	2.0000	1.0000	
heptanoyl-[ACP][c]	2.0000	2.0000	
heptanoyl-CoA[c]	2.0000	0.0000	
heptanoyl-CoA[m]	3.0000	2.0000	
heptylic acid[c]	2.0000	1.0000	
heptylic acid[s]	3.0000	1.0000	
hexacosanoylcarnitine[c]	2.0000	2.0000	
hexacosanoylcarnitine[r]	2.0000	1.0000	
hexacosanoyl-CoA[c]	15.0000	6.0000	
hexacosanoyl-CoA[p]	2.0000	2.0000	
hexacosanoyl-CoA[r]	3.0000	1.0000	
hexacosenoylcarnitine[c]	2.0000	2.0000	
hexacosenoylcarnitine[r]	2.0000	1.0000	
hexacosenoyl-CoA[c]	15.0000	6.0000	
hexacosenoyl-CoA[p]	2.0000	2.0000	
hexacosenoyl-CoA[r]	3.0000	1.0000	
hexadecanal[c]	2.0000	0.0000	
hexadecanal[r]	1.0000	0.0000	
hexadecanol[p]	3.0000	0.0000	
hexadecanoyl-[ACP][c]	2.0000	2.0000	
hexadecenal[c]	2.0000	1.0000	
hexadecenoylcarnitine(9)[c]	3.0000	3.0000	
hexadecenoylcarnitine(9)[m]	2.0000	2.0000	
hexadecenoylcarnitine(9)[r]	2.0000	1.0000	
hexaglutamyl-folate(DHF)[c]	4.0000	2.0000	
hexaglutamyl-folate(DHF)[l]	3.0000	0.0000	
hexaglutamyl-folate(DHF)[m]	3.0000	0.0000	
hexaglutamyl-folate(DHF)[s]	3.0000	2.0000	
hexaglutamyl-folate(THF)[c]	4.0000	2.0000	
hexaglutamyl-folate(THF)[l]	3.0000	0.0000	
hexaglutamyl-folate(THF)[m]	3.0000	0.0000	
hexaglutamyl-folate(THF)[s]	3.0000	2.0000	
hexanoic acid[c]	2.0000	1.0000	
hexanoic acid[s]	3.0000	1.0000	
hexanoyl-[ACP][c]	2.0000	2.0000	
hexanoyl-CoA[c]	2.0000	0.0000	
hexanoyl-CoA[m]	3.0000	2.0000	
hexanoyl-CoA[p]	2.0000	0.0000	
hippurate[c]	1.0000	0.0000	
histamine[c]	9.0000	0.0000	
histamine[s]	6.0000	0.0000	
histidine[c]	77.0000	42.0000	
histidine[l]	18.0000	0.0000	
histidine[m]	11.0000	2.0000	
histidine[s]	42.0000	39.0000	
histidyl-prolinamide[c]	1.0000	0.0000	
histone-L-lysine[c]	1.0000	0.0000	
histone-L-lysine[n]	1.0000	0.0000	
histone-N6-acetyl-L-lysine[c]	1.0000	0.0000	
histone-N6-methyl-L-lysine[n]	3.0000	0.0000	
HMA[c]	2.0000	2.0000	
HMG-CoA[c]	3.0000	2.0000	
HMG-CoA[m]	4.0000	3.0000	
HMG-CoA[p]	2.0000	1.0000	
homocarnosine[c]	2.0000	0.0000	
homocysteine[c]	5.0000	2.0000	
homocysteine-thiolactone[c]	1.0000	0.0000	
homogentisate[c]	3.0000	0.0000	
homoserine[c]	59.0000	57.0000	
homoserine[s]	59.0000	57.0000	
homovanillate[c]	4.0000	0.0000	
homovanillate[s]	2.0000	0.0000	
hordenine[c]	2.0000	0.0000	
hyaluronan biosynthesis, precursor 1[l]	2.0000	0.0000	
hyaluronan biosynthesis, precursor 1[s]	3.0000	0.0000	
hyaluronan degradation product 1[l]	2.0000	0.0000	
hyaluronate[l]	2.0000	0.0000	
hyaluronate[s]	3.0000	0.0000	
hydracrylate[m]	2.0000	2.0000	
hydrobromic acid[c]	4.0000	0.0000	
hydrochloride[c]	5.0000	0.0000	
hydrogen-cyanide[c]	3.0000	0.0000	
hydrogen-cyanide[m]	2.0000	1.0000	
hydrogen-cyanide[s]	2.0000	0.0000	
hydroiodic acid[c]	2.0000	0.0000	
hydroxide[c]	17.0000	6.0000	
hydroxide[m]	2.0000	0.0000	
hydroxide[s]	8.0000	6.0000	
hydroxyacetone[c]	4.0000	2.0000	
hydroxyl radical[c]	2.0000	0.0000	
hydroxylated-ebastine[c]	2.0000	0.0000	
hydroxylated-ebastine[r]	2.0000	0.0000	
hydroxylated-ebastine[s]	2.0000	0.0000	
hydroxymethylbilane[c]	3.0000	2.0000	
hydroxymethylglutathione[c]	2.0000	2.0000	
hydroxy-nifedipine[c]	2.0000	0.0000	
hydroxy-nifedipine[s]	2.0000	0.0000	
hydroxypyruvate[c]	7.0000	0.0000	
hydroxypyruvate[m]	2.0000	0.0000	
hydroxypyruvate[p]	2.0000	0.0000	
hyodeoxycholate[c]	2.0000	0.0000	
hyodeoxycholate[s]	2.0000	0.0000	
hypochlorite[c]	2.0000	2.0000	
hypotaurine[c]	4.0000	1.0000	
hypothiocyanite[c]	1.0000	0.0000	
hypoxanthine[c]	8.0000	3.0000	
hypoxanthine[p]	2.0000	0.0000	
hypoxanthine[s]	2.0000	0.0000	
IDP[c]	9.0000	7.0000	
IDP[m]	1.0000	0.0000	
IDP[n]	2.0000	1.0000	
IDP[s]	3.0000	2.0000	
III3,IV2Fuc-nLc4Cer[c]	1.0000	0.0000	
III3Fuc-nLc4Cer[c]	1.0000	0.0000	
III3Fuc-nLc6Cer[c]	3.0000	0.0000	
III3Fuc-nLc6Cer[g]	2.0000	0.0000	
III3Fuc-nLc6Cer[s]	2.0000	0.0000	
imidazole-4-acetaldehyde[c]	3.0000	0.0000	
imidazole-4-acetaldehyde[m]	2.0000	0.0000	
imidazole-4-acetate[c]	2.0000	0.0000	
imidazole-4-acetate[m]	2.0000	0.0000	
IMP[c]	8.0000	7.0000	
IMP[m]	1.0000	0.0000	
IMP[s]	2.0000	1.0000	
indole-3-acetaldehyde[c]	3.0000	0.0000	
indole-3-acetaldehyde[m]	2.0000	0.0000	
indoleacetate[c]	4.0000	0.0000	
indoleacetate[m]	2.0000	0.0000	
inosine[c]	8.0000	4.0000	
inosine[m]	2.0000	0.0000	
inosine[s]	6.0000	2.0000	
inositol[c]	11.0000	4.0000	
inositol[r]	2.0000	0.0000	
inositol[s]	5.0000	1.0000	
inositol-1,3-bisphosphate[c]	2.0000	0.0000	
inositol-1-phosphate[c]	8.0000	2.0000	
inositol-1-phosphate[n]	2.0000	0.0000	
iodide[c]	13.0000	0.0000	
iodide[r]	6.0000	0.0000	
iodide[s]	5.0000	0.0000	
iodine[c]	5.0000	0.0000	
iso-A2E(11-cis)[c]	1.0000	0.0000	
iso-A2E(13-cis)[c]	1.0000	0.0000	
iso-A2E(9,13-di-cis)[c]	1.0000	0.0000	
iso-A2E(9-cis)[c]	1.0000	0.0000	
isobutyryl-CoA[m]	6.0000	3.0000	
isobutyrylglycine[m]	1.0000	0.0000	
isocaproic-aldehyde[c]	4.0000	0.0000	
isocaproic-aldehyde[m]	3.0000	0.0000	
isocaproic-aldehyde[s]	2.0000	0.0000	
isocitrate[c]	12.0000	9.0000	
isocitrate[m]	13.0000	12.0000	
isocitrate[p]	4.0000	1.0000	
isoleucine[c]	82.0000	57.0000	
isoleucine[l]	17.0000	0.0000	
isoleucine[m]	3.0000	0.0000	
isoleucine[s]	59.0000	56.0000	
isomaltose[s]	1.0000	0.0000	
iso-nLc8Cer[c]	3.0000	0.0000	
isopentenyl-pPP[c]	7.0000	4.0000	
isopentenyl-pPP[p]	1.0000	0.0000	
isoputreanine[c]	1.0000	0.0000	
isovaleryl-CoA[m]	5.0000	2.0000	
isovalerylglycine[m]	1.0000	0.0000	
itaconate[c]	2.0000	0.0000	
itaconate[m]	3.0000	2.0000	
itaconate[s]	2.0000	0.0000	
itaconyl-CoA[m]	3.0000	2.0000	
ITP[c]	12.0000	7.0000	
ITP[m]	2.0000	0.0000	
ITP[n]	2.0000	1.0000	
ITP[s]	3.0000	1.0000	
IV2Fuc,III4Fuc-Lc4Cer[c]	1.0000	0.0000	
IV2Fuc-Lc4Cer[c]	4.0000	0.0000	
IV2Fuc-nLc4Cer[c]	4.0000	0.0000	
IV3GalNAca-Gb4Cer[c]	2.0000	0.0000	
IV3Neu5Ac,III4Fuc-Lc4Cer[c]	2.0000	0.0000	
IV3Neu5Ac,III4Fuc-Lc4Cer[g]	2.0000	0.0000	
IV3Neu5Ac,III4Fuc-Lc4Cer[s]	2.0000	0.0000	
IV3NeuAc,III3Fuc-nLc4Cer[c]	3.0000	0.0000	
IV3NeuAc,III3Fuc-nLc4Cer[g]	2.0000	0.0000	
IV3NeuAc,III3Fuc-nLc4Cer[s]	2.0000	0.0000	
K+[c]	12.0000	4.0000	
K+[g]	1.0000	0.0000	
K+[s]	12.0000	4.0000	
keratan sulfate I biosynthesis, precursor 1[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 10[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 11[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 12[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 13[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 14[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 15[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 16[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 17[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 18[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 19[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 2[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 20[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 21[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 22[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 23[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 24[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 25[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 26[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 27[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 28[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 29[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 3[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 30[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 31[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 32[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 33[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 34[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 35[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 36[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 4[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 5[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 6[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 7[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 8[g]	2.0000	0.0000	
keratan sulfate I biosynthesis, precursor 9[g]	2.0000	0.0000	
keratan sulfate I, degradation product 1[l]	2.0000	0.0000	
keratan sulfate I, degradation product 1[s]	2.0000	1.0000	
keratan sulfate I, degradation product 10[l]	2.0000	0.0000	
keratan sulfate I, degradation product 11[l]	3.0000	0.0000	
keratan sulfate I, degradation product 12[l]	3.0000	0.0000	
keratan sulfate I, degradation product 13[l]	2.0000	0.0000	
keratan sulfate I, degradation product 14[l]	3.0000	0.0000	
keratan sulfate I, degradation product 15[l]	3.0000	0.0000	
keratan sulfate I, degradation product 16[l]	2.0000	0.0000	
keratan sulfate I, degradation product 17[l]	3.0000	0.0000	
keratan sulfate I, degradation product 18[l]	3.0000	0.0000	
keratan sulfate I, degradation product 19[l]	2.0000	0.0000	
keratan sulfate I, degradation product 2[l]	2.0000	0.0000	
keratan sulfate I, degradation product 20[l]	3.0000	0.0000	
keratan sulfate I, degradation product 21[l]	3.0000	0.0000	
keratan sulfate I, degradation product 22[l]	2.0000	0.0000	
keratan sulfate I, degradation product 23[l]	3.0000	0.0000	
keratan sulfate I, degradation product 24[l]	3.0000	0.0000	
keratan sulfate I, degradation product 25[l]	2.0000	0.0000	
keratan sulfate I, degradation product 26[l]	3.0000	0.0000	
keratan sulfate I, degradation product 27[l]	3.0000	0.0000	
keratan sulfate I, degradation product 28[l]	2.0000	0.0000	
keratan sulfate I, degradation product 29[l]	3.0000	0.0000	
keratan sulfate I, degradation product 3[l]	2.0000	0.0000	
keratan sulfate I, degradation product 30[l]	3.0000	0.0000	
keratan sulfate I, degradation product 31[l]	2.0000	0.0000	
keratan sulfate I, degradation product 32[l]	3.0000	0.0000	
keratan sulfate I, degradation product 33[l]	3.0000	0.0000	
keratan sulfate I, degradation product 34[l]	2.0000	0.0000	
keratan sulfate I, degradation product 35[l]	3.0000	0.0000	
keratan sulfate I, degradation product 36[l]	3.0000	0.0000	
keratan sulfate I, degradation product 37[l]	2.0000	0.0000	
keratan sulfate I, degradation product 38[l]	3.0000	0.0000	
keratan sulfate I, degradation product 39[l]	2.0000	0.0000	
keratan sulfate I, degradation product 4[l]	2.0000	0.0000	
keratan sulfate I, degradation product 40[l]	2.0000	0.0000	
keratan sulfate I, degradation product 41[l]	2.0000	0.0000	
keratan sulfate I, degradation product 5[l]	2.0000	0.0000	
keratan sulfate I, degradation product 6[l]	3.0000	0.0000	
keratan sulfate I, degradation product 7[l]	2.0000	0.0000	
keratan sulfate I, degradation product 8[l]	3.0000	0.0000	
keratan sulfate I, degradation product 9[l]	3.0000	0.0000	
keratan sulfate I[g]	2.0000	0.0000	
keratan sulfate I[l]	2.0000	0.0000	
keratan sulfate I[s]	4.0000	1.0000	
keratan sulfate II (core 2-linked), degradation product 1[l]	2.0000	0.0000	
keratan sulfate II (core 2-linked), degradation product 2[l]	2.0000	0.0000	
keratan sulfate II (core 2-linked), degradation product 3[l]	3.0000	0.0000	
keratan sulfate II (core 2-linked), degradation product 4[l]	2.0000	0.0000	
keratan sulfate II (core 2-linked), degradation product 5[l]	5.0000	0.0000	
keratan sulfate II (core 2-linked), degradation product 6[l]	3.0000	0.0000	
keratan sulfate II (core 2-linked), degradation product 7[l]	2.0000	0.0000	
keratan sulfate II (core 2-linked), degradation product 8[l]	3.0000	0.0000	
keratan sulfate II (core 2-linked), degradation product 9[l]	2.0000	0.0000	
keratan sulfate II (core 2-linked)[g]	2.0000	0.0000	
keratan sulfate II (core 2-linked)[l]	2.0000	0.0000	
keratan sulfate II (core 2-linked)[s]	3.0000	0.0000	
keratan sulfate II (core 4-linked), biosynthesis, precursor 1[g]	2.0000	0.0000	
keratan sulfate II (core 4-linked), biosynthesis, precursor 10[g]	2.0000	0.0000	
keratan sulfate II (core 4-linked), biosynthesis, precursor 2[g]	2.0000	0.0000	
keratan sulfate II (core 4-linked), biosynthesis, precursor 3[g]	2.0000	0.0000	
keratan sulfate II (core 4-linked), biosynthesis, precursor 4[g]	2.0000	0.0000	
keratan sulfate II (core 4-linked), biosynthesis, precursor 5[g]	2.0000	0.0000	
keratan sulfate II (core 4-linked), biosynthesis, precursor 6[g]	2.0000	0.0000	
keratan sulfate II (core 4-linked), biosynthesis, precursor 7[g]	2.0000	0.0000	
keratan sulfate II (core 4-linked), biosynthesis, precursor 8[g]	2.0000	0.0000	
keratan sulfate II (core 4-linked), biosynthesis, precursor 9[g]	2.0000	0.0000	
keratan sulfate II (core 4-linked), degradation product 1[l]	2.0000	0.0000	
keratan sulfate II (core 4-linked), degradation product 2[l]	2.0000	0.0000	
keratan sulfate II (core 4-linked), degradation product 3[l]	3.0000	0.0000	
keratan sulfate II (core 4-linked), degradation product 4[l]	2.0000	0.0000	
keratan sulfate II (core 4-linked)[g]	2.0000	0.0000	
keratan sulfate II (core 4-linked)[l]	2.0000	0.0000	
keratan sulfate II (core 4-linked)[s]	3.0000	0.0000	
keratan sulfate II biosynthesis, precursor 1[g]	2.0000	0.0000	
keratan sulfate II biosynthesis, precursor 10[g]	2.0000	0.0000	
keratan sulfate II biosynthesis, precursor 2[g]	2.0000	0.0000	
keratan sulfate II biosynthesis, precursor 3[g]	2.0000	0.0000	
keratan sulfate II biosynthesis, precursor 4[g]	2.0000	0.0000	
keratan sulfate II biosynthesis, precursor 5[g]	2.0000	0.0000	
keratan sulfate II biosynthesis, precursor 6[g]	2.0000	0.0000	
keratan sulfate II biosynthesis, precursor 7[g]	2.0000	0.0000	
keratan sulfate II biosynthesis, precursor 8[g]	2.0000	0.0000	
keratan sulfate II biosynthesis, precursor 9[g]	2.0000	0.0000	
kinetensin 1-3[s]	1.0000	0.0000	
kinetensin 1-7[c]	1.0000	0.0000	
kinetensin 1-8[c]	1.0000	0.0000	
kinetensin 4-8[s]	1.0000	0.0000	
kinetensin[c]	2.0000	0.0000	
kinetensin[s]	1.0000	0.0000	
kynurenine[c]	6.0000	2.0000	
L-1-pyrroline-3-hydroxy-5-carboxylate[c]	4.0000	2.0000	
L-1-pyrroline-3-hydroxy-5-carboxylate[m]	7.0000	5.0000	
L-2-amino-3-oxobutanoic acid[m]	2.0000	1.0000	
L-2-aminoadipate[c]	4.0000	0.0000	
L-2-aminoadipate[m]	4.0000	0.0000	
l2fn2m2masn[g]	3.0000	0.0000	
l2n2m2mn[l]	2.0000	0.0000	
L-3-amino-isobutanoate[c]	2.0000	0.0000	
L-3-amino-isobutanoate[m]	2.0000	0.0000	
L-3-amino-isobutanoate[s]	2.0000	0.0000	
L-3-cyanoalanine[s]	2.0000	0.0000	
L-4-hydroxyglutamate semialdehyde[m]	2.0000	2.0000	
LacCer pool[c]	13.0000	1.0000	
LacCer pool[g]	6.0000	0.0000	
LacCer pool[l]	4.0000	0.0000	
LacCer pool[r]	2.0000	0.0000	
LacCer pool[s]	2.0000	0.0000	
lactaldehyde[c]	5.0000	3.0000	
lactaldehyde[m]	2.0000	0.0000	
lactoneotetraosylceramide[g]	5.0000	0.0000	
lacto-N-fucopentaosyl-III-ceramide[c]	2.0000	0.0000	
lacto-N-fucopentaosyl-III-ceramide[g]	2.0000	0.0000	
lacto-N-fucopentaosyl-III-ceramide[s]	2.0000	0.0000	
lactose[c]	2.0000	0.0000	
lactose[g]	2.0000	0.0000	
lactose[l]	2.0000	0.0000	
lactose[s]	4.0000	0.0000	
lactose-6-phosphate[s]	1.0000	0.0000	
lactosylceramide sulfate[c]	1.0000	0.0000	
L-alanyl-tRNA(ala)[c]	25.0000	1.0000	
lanosterol[c]	3.0000	3.0000	
L-arabinose[c]	2.0000	0.0000	
L-arabinose[s]	2.0000	0.0000	
L-arabitol[c]	3.0000	0.0000	
L-arabitol[s]	2.0000	0.0000	
L-arginyl-protein[c]	1.0000	0.0000	
