ModelNameMAT	ModelNameXML	PatientIndex	ProbabilityThreshold	RelativeGap	ACC	MCC	FisherExactTestp	RxnAddedForTask...	TimeElapsedINIT	TimeElapsedTINIT
TCGA-DU-5853-01A-11R-1896-07	TCGA-DU-5853-01A-11R-1896-07T9900RG5_TINIT.mat	TCGA-DU-5853-01A-11R-1896-07T9900RG5.xml	769	0.99	0.05	0.93748	0.858271	0	0.220308	24202.3503	1550.294901
TCGA-A5-A0R8-01A-11R-A104-07	TCGA-A5-A0R8-01A-11R-A104-07T9900RG5_TINIT.mat	TCGA-A5-A0R8-01A-11R-A104-07T9900RG5.xml	642	0.99	0.05	0.927376	0.858171	0	0.729121	22452.45969	8228.143491
TCGA-75-5125-01A-01R-1755-07	TCGA-75-5125-01A-01R-1755-07T9900RG5_TINIT.mat	TCGA-75-5125-01A-01R-1755-07T9900RG5.xml	625	0.99	0.05	0.934954	0.858038	0	0.358801	26603.18214	1073.276122
TCGA-HT-7475-01A-11R-2027-07	TCGA-HT-7475-01A-11R-2027-07T9900RG5_TINIT.mat	TCGA-HT-7475-01A-11R-2027-07T9900RG5.xml	765	0.99	0.05	0.928955	0.857928	0	0.369726	22870.38217	2298.875605
TCGA-49-6745-01A-11R-1858-07	TCGA-49-6745-01A-11R-1858-07T9900RG5_TINIT.mat	TCGA-49-6745-01A-11R-1858-07T9900RG5.xml	539	0.99	0.05	0.933375	0.857912	0	0.316656	23164.33965	1549.946501
TCGA-AG-3890-01A-01R-1119-07	TCGA-AG-3890-01A-01R-1119-07T9900RG5_TINIT.mat	TCGA-AG-3890-01A-01R-1119-07T9900RG5.xml	358	0.99	0.05	0.936849	0.857904	0	0.226384	21949.71422	1218.977007
TCGA-DU-6403-01A-11R-1708-07	TCGA-DU-6403-01A-11R-1708-07T9900RG5_TINIT.mat	TCGA-DU-6403-01A-11R-1708-07T9900RG5.xml	799	0.99	0.05	0.93306	0.857894	0	0.233199	12477.18835	3500.353122
TCGA-06-0749-01A-01R-1849-01	TCGA-06-0749-01A-01R-1849-01T9900RG5_TINIT.mat	TCGA-06-0749-01A-01R-1849-01T9900RG5.xml	498	0.99	0.05	0.93527	0.857877	0	0.401526	23004.87253	1231.508336
TCGA-A2-A04R-01A-41R-A109-07	TCGA-A2-A04R-01A-41R-A109-07T9900RG5_TINIT.mat	TCGA-A2-A04R-01A-41R-A109-07T9900RG5.xml	282	0.99	0.05	0.931481	0.857862	0	0.267082	23877.95211	2215.437173
TCGA-66-2793-01A-01R-1201-07	TCGA-66-2793-01A-01R-1201-07T9900RG5_TINIT.mat	TCGA-66-2793-01A-01R-1201-07T9900RG5.xml	1045	0.99	0.05	0.930849	0.857824	0	0.190114	21896.49501	1914.827003
TCGA-CR-7368-01A-11R-2132-07	TCGA-CR-7368-01A-11R-2132-07T9900RG5_TINIT.mat	TCGA-CR-7368-01A-11R-2132-07T9900RG5.xml	155	0.99	0.05	0.932112	0.857757	0	0.212721	22544.55606	2737.635602
TCGA-22-5485-01A-01R-1635-07	TCGA-22-5485-01A-01R-1635-07T9900RG5_TINIT.mat	TCGA-22-5485-01A-01R-1635-07T9900RG5.xml	966	0.99	0.05	0.931481	0.857738	0	0.544845	22786.09748	3421.245737
TCGA-66-2773-01A-01R-1201-07	TCGA-66-2773-01A-01R-1201-07T9900RG5_TINIT.mat	TCGA-66-2773-01A-01R-1201-07T9900RG5.xml	977	0.99	0.05	0.936217	0.857655	0	0.303459	23949.56867	1821.874033
TCGA-49-6767-01A-11R-1858-07	TCGA-49-6767-01A-11R-1858-07T9900RG5_TINIT.mat	TCGA-49-6767-01A-11R-1858-07T9900RG5.xml	628	0.99	0.05	0.931481	0.857632	0	0.329381	27958.16442	538.053378
TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-6943-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CV-6943-01A-11R-1915-07T9900RG5.xml	181	0.99	0.05	0.936217	0.857603	0	0.317259	26056.22925	4425.397717
TCGA-CV-6436-01A-11R-1686-07	TCGA-CV-6436-01A-11R-1686-07T9900RG5_TINIT.mat	TCGA-CV-6436-01A-11R-1686-07T9900RG5.xml	171	0.99	0.05	0.930218	0.857496	0	0.391986	23990.24793	3591.502982
TCGA-CV-7435-01A-11R-2132-07	TCGA-CV-7435-01A-11R-2132-07T9900RG5_TINIT.mat	TCGA-CV-7435-01A-11R-2132-07T9900RG5.xml	139	0.99	0.05	0.935901	0.85746	0	0.233827	29632.11992	240.757259
TCGA-BA-4077-01B-01R-1436-07	TCGA-BA-4077-01B-01R-1436-07T9900RG5_TINIT.mat	TCGA-BA-4077-01B-01R-1436-07T9900RG5.xml	78	0.99	0.05	0.931481	0.857428	0	0.229167	25387.88844	1330.956971
TCGA-BH-A0B9-01A-11R-A056-07	TCGA-BH-A0B9-01A-11R-A056-07T9900RG5_TINIT.mat	TCGA-BH-A0B9-01A-11R-A056-07T9900RG5.xml	252	0.99	0.05	0.928323	0.857324	0	0.263216	13780.69963	2475.086935
TCGA-22-4613-01A-01R-1443-07	TCGA-22-4613-01A-01R-1443-07T9900RG5_TINIT.mat	TCGA-22-4613-01A-01R-1443-07T9900RG5.xml	960	0.99	0.05	0.928639	0.857298	0	0.304745	12417.03431	3173.782962
TCGA-50-5935-01A-11R-1755-07	TCGA-50-5935-01A-11R-1755-07T9900RG5_TINIT.mat	TCGA-50-5935-01A-11R-1755-07T9900RG5.xml	525	0.99	0.05	0.932428	0.85728	0	0.21631	13455.09381	2471.038809
TCGA-CV-7427-01A-11R-2081-07	TCGA-CV-7427-01A-11R-2081-07T9900RG5_TINIT.mat	TCGA-CV-7427-01A-11R-2081-07T9900RG5.xml	74	0.99	0.05	0.932112	0.857276	0	0.251572	27217.44578	611.45735
TCGA-12-0619-01A-01R-1849-01	TCGA-12-0619-01A-01R-1849-01T9900RG5_TINIT.mat	TCGA-12-0619-01A-01R-1849-01T9900RG5.xml	497	0.99	0.05	0.934007	0.857269	0	0.248396	21220.18848	2290.256207
TCGA-18-3409-01A-01R-0980-07	TCGA-18-3409-01A-01R-0980-07T9900RG5_TINIT.mat	TCGA-18-3409-01A-01R-0980-07T9900RG5.xml	1023	0.99	0.05	0.932112	0.85717	0	0.291788	25340.72554	1273.524535
TCGA-CV-7440-01A-11R-2132-07	TCGA-CV-7440-01A-11R-2132-07T9900RG5_TINIT.mat	TCGA-CV-7440-01A-11R-2132-07T9900RG5.xml	82	0.99	0.05	0.932744	0.857143	0	0.295921	27551.89444	918.057782
TCGA-CV-7406-01A-11R-2081-07	TCGA-CV-7406-01A-11R-2081-07T9900RG5_TINIT.mat	TCGA-CV-7406-01A-11R-2081-07T9900RG5.xml	30	0.99	0.05	0.930849	0.857136	0	0.347448	12053.15626	4456.588114
TCGA-A8-A07B-01A-11R-A00Z-07	TCGA-A8-A07B-01A-11R-A00Z-07T9900RG5_TINIT.mat	TCGA-A8-A07B-01A-11R-A00Z-07T9900RG5.xml	308	0.99	0.05	0.927692	0.85713	0	0.563444	21955.30371	3735.612106
TCGA-AP-A05N-01A-11R-A00V-07	TCGA-AP-A05N-01A-11R-A00V-07T9900RG5_TINIT.mat	TCGA-AP-A05N-01A-11R-A00V-07T9900RG5.xml	729	0.99	0.05	0.926113	0.857075	0	0.675676	19527.07942	6230.181291
TCGA-AG-3887-01A-01R-1119-07	TCGA-AG-3887-01A-01R-1119-07T9900RG5_TINIT.mat	TCGA-AG-3887-01A-01R-1119-07T9900RG5.xml	369	0.99	0.05	0.935586	0.857069	0	0.27933	25516.30779	918.666301
TCGA-24-1562-01A-01R-1566-13	TCGA-24-1562-01A-01R-1566-13T9900RG5_TINIT.mat	TCGA-24-1562-01A-01R-1566-13T9900RG5.xml	810	0.99	0.05	0.931797	0.857049	0	0.189673	24449.7321	1467.008599
TCGA-21-1070-01A-01R-0692-07	TCGA-21-1070-01A-01R-0692-07T9900RG5_TINIT.mat	TCGA-21-1070-01A-01R-0692-07T9900RG5.xml	1012	0.99	0.05	0.932744	0.856956	0	0.268152	25523.28766	1280.344377
TCGA-75-6211-01A-11R-1755-07	TCGA-75-6211-01A-11R-1755-07T9900RG5_TINIT.mat	TCGA-75-6211-01A-11R-1755-07T9900RG5.xml	548	0.99	0.05	0.932744	0.856901	0	0.253111	25431.89664	1569.696451
TCGA-CV-6938-01A-11R-1915-07	TCGA-CV-6938-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CV-6938-01A-11R-1915-07T9900RG5.xml	29	0.99	0.05	0.930218	0.856815	0	0.331606	22951.25903	2532.827174
TCGA-56-1622-01A-01R-0692-07	TCGA-56-1622-01A-01R-0692-07T9900RG5_TINIT.mat	TCGA-56-1622-01A-01R-0692-07T9900RG5.xml	1010	0.99	0.05	0.928008	0.856768	0	0.324324	15422.64501	7857.788448
TCGA-66-2783-01A-01R-1201-07	TCGA-66-2783-01A-01R-1201-07T9900RG5_TINIT.mat	TCGA-66-2783-01A-01R-1201-07T9900RG5.xml	1038	0.99	0.05	0.931481	0.856705	0	0.269822	25358.98789	2774.677121
TCGA-55-1596-01A-01R-0946-07	TCGA-55-1596-01A-01R-0946-07T9900RG5_TINIT.mat	TCGA-55-1596-01A-01R-0946-07T9900RG5.xml	551	0.99	0.05	0.928639	0.856687	0	0.269119	18877.19692	5392.1098
TCGA-27-1835-01A-01R-1850-01	TCGA-27-1835-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-27-1835-01A-01R-1850-01T9900RG5.xml	490	0.99	0.05	0.929271	0.856653	0	0.588112	23549.03989	1759.325072
TCGA-AA-3845-01A-01R-1022-07	TCGA-AA-3845-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3845-01A-01R-1022-07T9900RG5.xml	471	0.99	0.05	0.934638	0.856548	0	0.248808	16170.79352	1759.497444
TCGA-BA-5557-01A-01R-1514-07	TCGA-BA-5557-01A-01R-1514-07T9900RG5_TINIT.mat	TCGA-BA-5557-01A-01R-1514-07T9900RG5.xml	118	0.99	0.05	0.930849	0.856523	0	0.277481	27863.16578	619.774453
TCGA-05-4427-01A-21R-1858-07	TCGA-05-4427-01A-21R-1858-07T9900RG5_TINIT.mat	TCGA-05-4427-01A-21R-1858-07T9900RG5.xml	559	0.99	0.05	0.930534	0.856486	0	0.27891	24440.8029	1989.494866
TCGA-A5-A0RA-01A-21R-A104-07	TCGA-A5-A0RA-01A-21R-A104-07T9900RG5_TINIT.mat	TCGA-A5-A0RA-01A-21R-A104-07T9900RG5.xml	641	0.99	0.05	0.926429	0.856473	0	0.575639	23582.63847	2911.988007
TCGA-DQ-7595-01A-11R-2232-07	TCGA-DQ-7595-01A-11R-2232-07T9900RG5_TINIT.mat	TCGA-DQ-7595-01A-11R-2232-07T9900RG5.xml	200	0.99	0.05	0.935586	0.856434	0	0.234742	25663.76167	1813.106745
TCGA-CV-6953-01A-11R-1915-07	TCGA-CV-6953-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CV-6953-01A-11R-1915-07T9900RG5.xml	150	0.99	0.05	0.931165	0.856299	0	0.29661	14580.05292	3986.036726
TCGA-86-6562-01A-11R-1755-07	TCGA-86-6562-01A-11R-1755-07T9900RG5_TINIT.mat	TCGA-86-6562-01A-11R-1755-07T9900RG5.xml	626	0.99	0.05	0.931165	0.856239	0	0.27933	26646.23326	885.818962
TCGA-CQ-6224-01A-11R-1915-07	TCGA-CQ-6224-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CQ-6224-01A-11R-1915-07T9900RG5.xml	31	0.99	0.05	0.93527	0.856219	0	0.259403	27382.6208	819.856496
TCGA-C8-A12P-01A-11R-A115-07	TCGA-C8-A12P-01A-11R-A115-07T9900RG5_TINIT.mat	TCGA-C8-A12P-01A-11R-A115-07T9900RG5.xml	230	0.99	0.05	0.928323	0.85621	0	0.659631	21701.76737	1946.947717
TCGA-D1-A16F-01A-11R-A12I-07	TCGA-D1-A16F-01A-11R-A12I-07T9900RG5_TINIT.mat	TCGA-D1-A16F-01A-11R-A12I-07T9900RG5.xml	737	0.99	0.05	0.928639	0.856101	0	0.487373	22387.72619	6612.255654
TCGA-CU-A0YR-01A-12R-A10U-07	TCGA-CU-A0YR-01A-12R-A10U-07T9900RG5_TINIT.mat	TCGA-CU-A0YR-01A-12R-A10U-07T9900RG5.xml	7	0.99	0.05	0.934638	0.856014	0	0.268429	30032.32867	796.996219
TCGA-CV-6948-01A-11R-1915-07	TCGA-CV-6948-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CV-6948-01A-11R-1915-07T9900RG5.xml	42	0.99	0.05	0.929902	0.855995	0	0.315192	25023.32573	3024.969725
TCGA-46-6026-01A-11R-1820-07	TCGA-46-6026-01A-11R-1820-07T9900RG5_TINIT.mat	TCGA-46-6026-01A-11R-1820-07T9900RG5.xml	995	0.99	0.05	0.927692	0.855987	0	0.504471	20951.28428	2458.743546
TCGA-26-5133-01A-01R-1850-01	TCGA-26-5133-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-26-5133-01A-01R-1850-01T9900RG5.xml	488	0.99	0.05	0.928008	0.855975	0	0.532777	20454.64928	3355.887223
TCGA-A5-A0GV-01A-31R-A16W-07	TCGA-A5-A0GV-01A-31R-A16W-07T9900RG5_TINIT.mat	TCGA-A5-A0GV-01A-31R-A16W-07T9900RG5.xml	730	0.99	0.05	0.925166	0.855916	0	0.383401	10328.85204	8511.222185
TCGA-05-4420-01A-01R-1206-07	TCGA-05-4420-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-05-4420-01A-01R-1206-07T9900RG5.xml	608	0.99	0.05	0.930218	0.855896	0	0.217912	24728.89888	256.609078
TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-6933-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CV-6933-01A-11R-1915-07T9900RG5.xml	38	0.99	0.05	0.934954	0.855808	0	0.156159	26749.97465	1429.961544
TCGA-IQ-7630-01A-11R-2081-07	TCGA-IQ-7630-01A-11R-2081-07T9900RG5_TINIT.mat	TCGA-IQ-7630-01A-11R-2081-07T9900RG5.xml	107	0.99	0.05	0.929271	0.855739	0	0.284402	21846.41162	1999.65665
TCGA-B6-A0RU-01A-11R-A084-07	TCGA-B6-A0RU-01A-11R-A084-07T9900RG5_TINIT.mat	TCGA-B6-A0RU-01A-11R-A084-07T9900RG5.xml	288	0.99	0.05	0.928639	0.855697	0	0.332447	22954.61645	2979.308816
TCGA-AA-3851-01A-01R-1022-07	TCGA-AA-3851-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3851-01A-01R-1022-07T9900RG5.xml	460	0.99	0.05	0.939059	0.855621	0	0.222492	22601.60386	1119.717486
TCGA-AA-A029-01A-01R-A00A-07	TCGA-AA-A029-01A-01R-A00A-07T9900RG5_TINIT.mat	TCGA-AA-A029-01A-01R-A00A-07T9900RG5.xml	407	0.99	0.05	0.932112	0.855619	0	0.264013	12565.93356	3631.975157
TCGA-CV-5976-01A-11R-1686-07	TCGA-CV-5976-01A-11R-1686-07T9900RG5_TINIT.mat	TCGA-CV-5976-01A-11R-1686-07T9900RG5.xml	72	0.99	0.05	0.932428	0.855584	0	0.317999	22527.98734	2872.075922
TCGA-A8-A09I-01A-22R-A034-07	TCGA-A8-A09I-01A-22R-A034-07T9900RG5_TINIT.mat	TCGA-A8-A09I-01A-22R-A034-07T9900RG5.xml	289	0.99	0.05	0.931797	0.85555	0	0.453368	14006.23733	5739.567996
TCGA-BA-4075-01A-01R-1436-07	TCGA-BA-4075-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-BA-4075-01A-01R-1436-07T9900RG5.xml	217	0.99	0.05	0.930849	0.855536	0	0.276713	22529.37509	1989.696413
TCGA-28-5207-01A-01R-1850-01	TCGA-28-5207-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-28-5207-01A-01R-1850-01T9900RG5.xml	492	0.99	0.05	0.931165	0.855318	0	0.231579	16655.34611	2129.632533
TCGA-CV-6003-01A-11R-1686-07	TCGA-CV-6003-01A-11R-1686-07T9900RG5_TINIT.mat	TCGA-CV-6003-01A-11R-1686-07T9900RG5.xml	83	0.99	0.05	0.930218	0.855241	0	0.297936	26614.90008	1295.267945
TCGA-D1-A101-01A-12R-A10J-07	TCGA-D1-A101-01A-12R-A10J-07T9900RG5_TINIT.mat	TCGA-D1-A101-01A-12R-A10J-07T9900RG5.xml	696	0.99	0.05	0.928008	0.855236	0	0.527523	25118.32594	2828.054227
TCGA-AP-A0LT-01A-11R-A040-07	TCGA-AP-A0LT-01A-11R-A040-07T9900RG5_TINIT.mat	TCGA-AP-A0LT-01A-11R-A040-07T9900RG5.xml	640	0.99	0.05	0.925482	0.855219	0	0.440222	21561.91763	4189.109668
TCGA-A2-A0CW-01A-21R-A115-07	TCGA-A2-A0CW-01A-21R-A115-07T9900RG5_TINIT.mat	TCGA-A2-A0CW-01A-21R-A115-07T9900RG5.xml	324	0.99	0.05	0.928008	0.855191	0	0.400802	22418.70133	5290.716079
TCGA-14-2554-01A-01R-1850-01	TCGA-14-2554-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-14-2554-01A-01R-1850-01T9900RG5.xml	472	0.99	0.05	0.93306	0.855139	0	0.271116	20695.96612	955.94313
TCGA-AA-3973-01A-01R-1022-07	TCGA-AA-3973-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3973-01A-01R-1022-07T9900RG5.xml	396	0.99	0.05	0.934954	0.855124	0	0.210526	12395.64794	2384.657595
TCGA-BA-6868-01B-12R-1915-07	TCGA-BA-6868-01B-12R-1915-07T9900RG5_TINIT.mat	TCGA-BA-6868-01B-12R-1915-07T9900RG5.xml	147	0.99	0.05	0.932744	0.855063	0	0.236559	28408.29687	279.606859
TCGA-66-2782-01A-01R-0851-07	TCGA-66-2782-01A-01R-0851-07T9900RG5_TINIT.mat	TCGA-66-2782-01A-01R-0851-07T9900RG5.xml	971	0.99	0.05	0.930218	0.855014	0	0.7345	27818.78447	1733.024182
TCGA-CV-6950-01A-11R-1915-07	TCGA-CV-6950-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CV-6950-01A-11R-1915-07T9900RG5.xml	138	0.99	0.05	0.929902	0.855007	0	0.228168	23385.13039	2284.439719
TCGA-CZ-4858-01A-01R-1305-07	TCGA-CZ-4858-01A-01R-1305-07T9900RG5_TINIT.mat	TCGA-CZ-4858-01A-01R-1305-07T9900RG5.xml	916	0.99	0.05	0.930534	0.854979	0	0.23661	25584.81976	2027.081644
TCGA-HT-8114-01A-11R-2404-07	TCGA-HT-8114-01A-11R-2404-07T9900RG5_TINIT.mat	TCGA-HT-8114-01A-11R-2404-07T9900RG5.xml	776	0.99	0.05	0.935901	0.854952	0	0.163099	26934.35838	494.110497
TCGA-CN-4723-01A-01R-1436-07	TCGA-CN-4723-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-CN-4723-01A-01R-1436-07T9900RG5.xml	96	0.99	0.05	0.929902	0.854768	0	0.281142	29264.95258	1150.224668
TCGA-67-6215-01A-11R-1755-07	TCGA-67-6215-01A-11R-1755-07T9900RG5_TINIT.mat	TCGA-67-6215-01A-11R-1755-07T9900RG5.xml	516	0.99	0.05	0.931165	0.854757	0	0.215657	16598.80353	2251.681018
TCGA-66-2744-01A-01R-0980-07	TCGA-66-2744-01A-01R-0980-07T9900RG5_TINIT.mat	TCGA-66-2744-01A-01R-0980-07T9900RG5.xml	1022	0.99	0.05	0.929902	0.854677	0	0.229549	16612.50013	2600.33379
TCGA-CV-6962-01A-11R-1915-07	TCGA-CV-6962-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CV-6962-01A-11R-1915-07T9900RG5.xml	50	0.99	0.05	0.932744	0.854611	0	0.341006	26023.35016	2319.636949
TCGA-AA-3930-01A-01R-1022-07	TCGA-AA-3930-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3930-01A-01R-1022-07T9900RG5.xml	397	0.99	0.05	0.934638	0.854606	0	0.266831	15029.29232	3051.502075
TCGA-85-6561-01A-11R-1820-07	TCGA-85-6561-01A-11R-1820-07T9900RG5_TINIT.mat	TCGA-85-6561-01A-11R-1820-07T9900RG5.xml	1048	0.99	0.05	0.934638	0.854606	0	0.219124	30197.88652	791.733809
TCGA-DB-5270-01A-02R-1470-07	TCGA-DB-5270-01A-02R-1470-07T9900RG5_TINIT.mat	TCGA-DB-5270-01A-02R-1470-07T9900RG5.xml	789	0.99	0.05	0.934638	0.854584	0	0.222898	23826.56049	1005.532307
TCGA-AA-3693-01A-01R-0905-07	TCGA-AA-3693-01A-01R-0905-07T9900RG5_TINIT.mat	TCGA-AA-3693-01A-01R-0905-07T9900RG5.xml	421	0.99	0.05	0.931797	0.854447	0	0.37422	21917.24323	3234.263367
TCGA-CN-5373-01A-01R-1436-07	TCGA-CN-5373-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-CN-5373-01A-01R-1436-07T9900RG5.xml	158	0.99	0.05	0.928955	0.854375	0	0.348584	20530.29732	2764.385644
TCGA-CN-4730-01A-01R-1436-07	TCGA-CN-4730-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-CN-4730-01A-01R-1436-07T9900RG5.xml	133	0.99	0.05	0.931165	0.854344	0	0.310752	22579.96198	2005.085189
TCGA-22-4601-01A-01R-1443-07	TCGA-22-4601-01A-01R-1443-07T9900RG5_TINIT.mat	TCGA-22-4601-01A-01R-1443-07T9900RG5.xml	1011	0.99	0.05	0.929271	0.854177	0	0.253004	23416.97809	1795.929705
TCGA-FB-A545-01A-11R-A26U-07	TCGA-FB-A545-01A-11R-A26U-07T9900RG5_TINIT.mat	TCGA-FB-A545-01A-11R-A26U-07T9900RG5.xml	947	0.99	0.05	0.93748	0.854151	0	0.264067	27875.66346	1786.428606
TCGA-BT-A20O-01A-21R-A14Y-07	TCGA-BT-A20O-01A-21R-A14Y-07T9900RG5_TINIT.mat	TCGA-BT-A20O-01A-21R-A14Y-07T9900RG5.xml	11	0.99	0.05	0.930218	0.854009	0	0.213493	27057.94855	890.966789
TCGA-AR-A256-01A-11R-A169-07	TCGA-AR-A256-01A-11R-A169-07T9900RG5_TINIT.mat	TCGA-AR-A256-01A-11R-A169-07T9900RG5.xml	321	0.99	0.05	0.927376	0.85398	0	0.934372	26772.32112	1606.343682
TCGA-D8-A1Y0-01A-11R-A14M-07	TCGA-D8-A1Y0-01A-11R-A14M-07T9900RG5_TINIT.mat	TCGA-D8-A1Y0-01A-11R-A14M-07T9900RG5.xml	270	0.99	0.05	0.933691	0.853881	0	0.251151	17297.88157	3247.982883
TCGA-CN-4731-01A-01R-1436-07	TCGA-CN-4731-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-CN-4731-01A-01R-1436-07T9900RG5.xml	166	0.99	0.05	0.932112	0.853818	0	0.271172	29794.35652	1964.349401
TCGA-AQ-A1H2-01A-11R-A13Q-07	TCGA-AQ-A1H2-01A-11R-A13Q-07T9900RG5_TINIT.mat	TCGA-AQ-A1H2-01A-11R-A13Q-07T9900RG5.xml	272	0.99	0.05	0.930218	0.853753	0	0.300623	22594.84913	909.85835
TCGA-CV-7429-01A-11R-2132-07	TCGA-CV-7429-01A-11R-2132-07T9900RG5_TINIT.mat	TCGA-CV-7429-01A-11R-2132-07T9900RG5.xml	170	0.99	0.05	0.932112	0.853747	0	0.264013	30473.98255	1030.024924
TCGA-E9-A1R0-01A-22R-A16F-07	TCGA-E9-A1R0-01A-22R-A16F-07T9900RG5_TINIT.mat	TCGA-E9-A1R0-01A-22R-A16F-07T9900RG5.xml	269	0.99	0.05	0.934007	0.853701	0	0.264658	23913.5396	296.681391
TCGA-AA-3821-01A-01R-1022-07	TCGA-AA-3821-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3821-01A-01R-1022-07T9900RG5.xml	452	0.99	0.05	0.934007	0.853669	0	0.26536	14363.70931	2709.394355
TCGA-AA-3680-01A-01R-0905-07	TCGA-AA-3680-01A-01R-0905-07T9900RG5_TINIT.mat	TCGA-AA-3680-01A-01R-0905-07T9900RG5.xml	450	0.99	0.05	0.93306	0.85364	0	0.284553	38006.17726	309.768141
TCGA-D1-A0ZS-01A-11R-A118-07	TCGA-D1-A0ZS-01A-11R-A118-07T9900RG5_TINIT.mat	TCGA-D1-A0ZS-01A-11R-A118-07T9900RG5.xml	758	0.99	0.05	0.924219	0.853616	0	0.537996	18543.5861	3174.669475
TCGA-AG-3882-01A-01R-0905-07	TCGA-AG-3882-01A-01R-0905-07T9900RG5_TINIT.mat	TCGA-AG-3882-01A-01R-0905-07T9900RG5.xml	367	0.99	0.05	0.929902	0.853553	0	0.255428	14606.46047	2193.650631
TCGA-CN-6992-01A-11R-1915-07	TCGA-CN-6992-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CN-6992-01A-11R-1915-07T9900RG5.xml	206	0.99	0.05	0.932428	0.853494	0	0.221685	27316.11013	1290.059057
TCGA-CV-7242-01A-11R-2016-07	TCGA-CV-7242-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CV-7242-01A-11R-2016-07T9900RG5.xml	48	0.99	0.05	0.939059	0.85349	0	0.251159	30383.95378	1191.42253
TCGA-49-4510-01A-01R-1206-07	TCGA-49-4510-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-49-4510-01A-01R-1206-07T9900RG5.xml	584	0.99	0.05	0.930218	0.853454	0	0.337981	23300.04133	1726.54455
TCGA-64-5778-01A-01R-1628-07	TCGA-64-5778-01A-01R-1628-07T9900RG5_TINIT.mat	TCGA-64-5778-01A-01R-1628-07T9900RG5.xml	623	0.99	0.05	0.930218	0.853448	0	0.299722	22327.57091	1781.37468
TCGA-05-4398-01A-01R-1206-07	TCGA-05-4398-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-05-4398-01A-01R-1206-07T9900RG5.xml	629	0.99	0.05	0.930218	0.853443	0	0.188206	22811.63345	2024.545242
TCGA-BH-A1FN-01A-11R-A13Q-07	TCGA-BH-A1FN-01A-11R-A13Q-07T9900RG5_TINIT.mat	TCGA-BH-A1FN-01A-11R-A13Q-07T9900RG5.xml	229	0.99	0.05	0.926113	0.853434	0	0.270697	21687.37576	1259.031574
TCGA-BA-5558-01A-01R-1514-07	TCGA-BA-5558-01A-01R-1514-07T9900RG5_TINIT.mat	TCGA-BA-5558-01A-01R-1514-07T9900RG5.xml	157	0.99	0.05	0.930218	0.853409	0	0.319489	23207.14734	4129.37886
TCGA-50-5051-01A-21R-1858-07	TCGA-50-5051-01A-21R-1858-07T9900RG5_TINIT.mat	TCGA-50-5051-01A-21R-1858-07T9900RG5.xml	619	0.99	0.05	0.931165	0.853393	0	0.343938	22977.32196	3303.684635
TCGA-CV-7250-01A-11R-2016-07	TCGA-CV-7250-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CV-7250-01A-11R-2016-07T9900RG5.xml	214	0.99	0.05	0.930534	0.853357	0	0.419287	28087.44929	1021.100437
TCGA-CF-A1HS-01A-11R-A13Y-07	TCGA-CF-A1HS-01A-11R-A13Y-07T9900RG5_TINIT.mat	TCGA-CF-A1HS-01A-11R-A13Y-07T9900RG5.xml	5	0.99	0.05	0.931481	0.853333	0	0.271229	25962.37956	1214.211947
TCGA-CV-7432-01A-11R-2132-07	TCGA-CV-7432-01A-11R-2132-07T9900RG5_TINIT.mat	TCGA-CV-7432-01A-11R-2132-07T9900RG5.xml	79	0.99	0.05	0.928323	0.853332	0	0.364729	24935.76516	1706.043719
TCGA-27-2521-01A-01R-1850-01	TCGA-27-2521-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-27-2521-01A-01R-1850-01T9900RG5.xml	501	0.99	0.05	0.926745	0.853268	0	0.372073	13738.21019	7107.02518
